hf_summer_demo.u_user,hf_summer_demo.duration
5a558a6e376b0028ebb35cad,2
5a900313d8ab20431c48110a,5
5a88474fb0128228e40177e6,28
5a1c02c057864127c1bc5adc,22
5711820bc611eaf96579de76,7
5a66ae8972f12e0602810644,1
5986d8ab8a31e85f633eefb1,42
57e60126490bc0b60511241c,29
5a685aa61ca96d5c2f3cf064,29
59abd3d510b1061fe2617a81,52
5822ea3f6309d3d126cb43b5,2
575f690d416e76881dfdf63f,36
59c7379999200506be41db17,43
5a78329766a90d35fc04c64a,40
598abdde58f8a0046fec458b,15
5a01a8f4fd0bc336a4ebd594,66
5a1d5fd2f1cc122cbd98f982,23
5a6ab2d25f64750a8ae3fdde,51
583ac518f58341c305e3a2be,3
5a93a7fc2ac44110bcab50fd,2
58feb6d79bba1a28fdce63e9,2
59fc5b2a420f7f06294ad1b3,11
5a5f45f490cb0d79f38c90f7,6
59fc5781d0d4e03d621bce74,4
581f194d1bdad0f10389a668,2
59fc2a9c20408e1e648cd457,40
5a65335027106c2ecd90bbca,25
5a9af63e6f661a21b2dbc68b,86
5a0a915e13c2ce27ac727bad,49
5abe01ca9c305414e75e101a,44
59a55aac33029b7c31d909fe,57
59a6928df5506e2debe1c80a,53
595d9a88eac08b05bcce0365,64
59a2037f79d4e40878afb983,111
5a940f8f760d5228ef8df8dd,53
57d7c7e317b73a537875bd56,21
59f2a6542987ce7a382384ff,14
5a1e07769528d12358930805,58
572a22e7a5eeea32461165d9,0
56a4a558407463c93a7ff32b,33
59eacfefbb7d2731cab1e580,51
5a003cd92599e106d25964b5,67
59e964ad8f0f6a4e7904c393,45
5a76f869d81ec928e01fbd2e,82
5a59ed3bbc51a127634e03a9,1
5a7ee7bbd9dac524df9e5e23,6
59ae8067e77fe008d4158965,57
5a31304990b99a254c443121,9
5944c79cc9a1697489c8a1b5,35
5a78619b89d10a2879205d9e,3
597f02397027cf42637dbe35,34
59ddf1b1bad03805f6df5deb,4
5a3d84b95a7a366d5610afeb,4
5969e974d46bd713e7d4b5f9,130
58c29eb5b0fe8705da401f09,61
59a8eb0790843676ee9edeee,37
5a4393955c971128cd7afaac,49
5a7437a25c101f7247a4531e,37
59c8ea99793f930adda5d19f,4
5a866a67d51f84224a5cf9e2,38
5a965bdcef2c5a3c37f6df9c,53
5a53001a09201c2998db3010,335
59abe22e10b1061fe26182fa,72
5a1cd61eda19df0bdd37c3ac,50
599e22864d77b604c6614dba,36
597a6a9ffd3c09327a290c83,2
5a0986b518036f3b508a0d7c,3
59a6ac93921b1859a34feb55,65
59926ad0f801fb2583afd988,6
59e0499fa516ae108256021b,26
5a5fff55607dd675d7a36888,28
5777a6cc2a2bde71056e9b5b,244
5a7b06bc20d00128ae5cef01,129
59bbb6acfef464078907e06b,89
59a58b111a13ee1626ce563f,107
59b203ce95dc4c227a144069,48
5847eca7e86229341609ef18,66
5a5b21cc2e25b6289869d81b,43
5a6ca3d8fab48b627bce17c5,157
5a842ca98d00142892de46c0,4
5a72b968e580ad163a778ee1,4
59a9547073a1b328e976f825,27
56f0828d783993e13c62670d,3
5982eaae7a7ac85a85c1342b,45
5a462e5933bc5728df230d7a,15
59d1ed9e5ed8cc07ce1dd021,54
5a6b3f2cbd28b37509d8fa8d,19
5a239e2b461b8828900e19f7,16
5a59cc4d13da2426d87897ed,35
5a2646f48c70ba2a30511c46,50
5a212f97258da427a3d19c02,5
5a57618999a55f6fb2bc322b,14
59fdbaa0255641063089d2d8,177
5a9941f0b9c03129070b4f4d,62
59ef2e845d42902760884cde,24
5a2136fb65f44f2981294f52,43
59fe5dc76a0946062fa7678b,17
5a65335027106c2ecd90bbc0,11
565edd6f4a85834669de8f34,52
5a6e860ddf2f8028e15cc894,23
59b36aaed4579c07580b362f,31
5a6e6d2f1ab37f4aa76c23a6,67
5a8c0c63d8ab20431c470bad,49
5a3fa88ef0b7d728964bb0b1,126
59a96191467e7e0c63ecd5b1,2
59219142c35baa76c89820d8,2
59fb225cd0d4e03d621b46fd,9
5a94c6ac26525364da7f030c,8
59a93cb296be372707735f3e,2
5a5dbf2bc2fceb28a66cc30c,8
5a0d896847e100283bf2a4a6,5
59a94706ed6d2e2b5a291eb1,2
567bece55db8ba5f65a467d5,23
5a72696b7f5d8628a6d95c50,23
598928d89ef90a04745d4af5,3
5916c9fe472a5306246c1a2b,49
5a3c91d07a8c4c28e03f295a,90
5a938e8903526728ad990dd5,70
5aafd12ac34dd828c07bf552,222
5778ca38c1c5ce7405c4e973,19
5a54937c0809f829d347986e,2
5a6dbffc1feb4328b84ade63,44
5a169cef93d674283127fac5,162
59b3d54dead610610de99053,24
5a6d9e1df3728a28e7566e56,66
5997ab5e757c9646e8be8023,85
5a96cb21ece37e28fc8c7f9f,9
5a12d62c95600b28a29a09f9,448
5a93feeccd22b228f6bb9608,2
5a5167ec1ef6b028f8280327,232
59e97bbc270fd46180904ddb,19
5a63f78fc0d5be28e2009b79,4
59bfd8a4adefbb0e023ea282,54
5a65342d346b8528d3323534,2
59a97ac2949029094b2e4e64,144
584c8d273cf6473d01d55af0,27
59b678ea7cb74e058a4703bf,8
5a8b9116ec8b3f2400bbdc2b,87
5a68946db8e97156b289060d,59
5aa1107ded0ddc28ea7b952f,71
5a158ab9452bf8535c5ce1ca,3
59df810e785ece06cf5e9143,36
5aabca834118a629a932a0b5,47
598bab1ac8f4bf5cbd9336ea,73
5a71b23620e26a284174bc4c,34
5a1a649d42de9727868f145f,67
59e2b6ec272975060241826a,3
5a8faf4fdd92a328af3fb227,14
5a367f6eeb641727a81ffe2c,118
5a5a05f583a94a1f9aaba578,4
5aa4bdaf678dfd228c813f07,35
5a6db3a6ff87b80801fbb697,73
5a6d46445837f528ece6c3e2,50
59f876b5c1119305e9ee4120,6
5aa7d46bc8cef727b9769e87,33
5a581bea3ef02646e605ce53,2
5993b15a57e916522fd3c55c,136
54b49929f48dd83c6665b188,26
59ad1db9d83c0f02abb99855,6
598afc2192f54b34bf565b57,21
58c6a2ad71224205fafed3d0,96
56f3d7ee04a87b7763034c31,8
57d7c46717b73a537875b922,5
5a1ad56e70700c290a1fe982,205
5a90fe3dabac2a295d6797bd,210
59ad10604fbf63636c2de65a,2
5a8ca9ac8a8da234dd9e636a,5
5a71be63e862fe4f223c84e7,152
59fef834f4d54d1e9ea8d17b,52
5a7cf2306e5d192307079b4a,269
595707a6db1bc605b73103a6,26
5a5f5f2990cb0d79f38ca345,40
5aa290e629bd85295a3a3292,7
58cca353f034c4497876016e,96
57c6d013e69a7cad21e32faa,1
5a5c878bd4a7a028d924c222,2
5a5a05f583a94a1f9aaba58f,19
589462bd70781e720d8fa9a6,537
5a461f7251cf646ead44a0ee,31
59dcc79540cd7708c0839433,2
5a0166afd4b9b34b91ab8b3c,67
58771893a1875f1a82659788,193
59da3acc4c993605b01427ba,23
5a6909baabec7f3660ca39eb,7
5a702180ce1dc54aadcd5eb1,141
5a88eba55a818228ed8427de,113
599d314d99f45f04c5eb40ee,26
59ec23392e182308d3562f61,35
5a10495f00c7d8287ce7521b,46
5965d96a14e37030b623623c,4
59e35dc5f1727706d8f2315c,1
59b9177ec55802079210c0b3,7
5926d40966692805f686f169,38
59fd7ab6f145c10736984daa,17
59c72dfcede0bc070ae3a826,4
59451c7c138a010625361342,60
59fe80c24d3ab2074b5ff4b9,52
59ba8f7d03a1930785e85dc5,2
5a5157a7d0efd5793e0d0359,6
5a5cbb6c874848239f5876b9,73
596768d61e01a32598640cdf,12
59bc7491b9b020078521e8bd,64
5a77d41ef3e17d28f715ee84,60
5a96b07564fcf228f8faa84c,11
5aaa567341e3a028efdc9cb4,27
5aabbf2dd5336c28f54a9517,107
59b3d907e9b816610c59ca27,33
5af14cb821f4595d35a9ef64,3
5a3e754e379b6428d81238af,942
594b3dfb7a49c805bc105bcc,153
59a6d3a09a0be37bae5a2be0,135
5a12c9fab2329b27a5039194,53
5a9019708329e328e2fae60b,84
5a3f8fcb328471288de820cd,52
59a95612949029094b2e32fc,3
5a8ff227de113f27b49d4657,8
5a6ead723ce08728f3c06dae,62
595259106f8e7e05c53277dd,27
5a7facb9c5783427c3422518,67
586683fb804c1ff605d1669f,8
5a7442e5bc11a728f07bd83c,14
59ae35d9f7701a40ffe653b3,40
5aa34242e551ca39f1f30b8a,9
5a603a631bef6e51659d470b,29
5a4b235edda1a52931495c3a,35
59e09fb9fc24b27ee68e3684,40
5a9d484b7094c2289850e174,31
5a6412fab5a98f25a1e51a3f,41
59feef8db8a93e06256450a4,2
5aa5f9f2282fb666e55d30e9,6
5a5a032383a94a1f9aaba400,36
56813eb38ea34a1465d41542,64
59a83d85e841d2720df3344e,38
59858bab3f789355bc74aa38,33
5aa32bf13caf66296dd91295,3
5a823481a8a23926b5459f2f,103
59411c2dc5354635f685e527,3
59ae2b11f7701a40ffe65016,60
5a1a6383c5ed8e715a3fbf11,50
59a3f1399450de6946857523,97
5a4cc4a57c33cb28cc28d2f0,4
59c4f0d8be7ec826eeff9bcd,34
58d4ff1db4574b0719be6a35,65
59ad4159e918080742e098e2,942
58a94cf7eeaa675deac742c1,38
5a707313dc479028eeb7538b,6
59ec52d6993c290740eb6610,4
5a804608cc80eb28e3580a59,4
5a6f1b7c3ff227231e07d25e,39
59e33c78b3eb062f8a0a11e7,3
59bcaa79239b32072a77f472,994
59abd3cf2d889c202bc7cf6e,89
5a56071c39c5c628dfcc1274,78
59b390c011d1d358c026e649,67
59aa44494fbf63636c2d4223,105
587dc44916811805ec6280af,34
5a69d9d0563f933325e47237,4
5a06d76ddc18d0357856b42f,118
597b45fff3c2cb0421602919,28
5a7574091a910b28f2984a2a,4
5945049271abf668cacfe8f2,188
5a79a9543a783f72c3141ad6,3
5abcf48034c25e27fd561669,25
5a991d97fd452f28f189e72e,22
5a7da8a8d3bcae1b8fa5c8b6,46
5a1d466bda19df0bdd381849,425
598474a5c97dfa03fb8c491b,79
5a0edaf4f992252823d196fa,10
5a84cf078a8da234dd9c863a,433
5a0ee81e58dd41281af0ccb1,4
5a6531f027106c2ecd90b695,7
59ae9f286fd9462358087566,118
5a0bbb5361c2bc2795ba359d,142
5a68749b0d7b5d35d5fcda8e,93
5a6d344f1ab37f4aa76bf369,45
5a687d1a54c19829d48dceff,20
59e8a37dc904d607b8f7e3a7,3
58ee3519d9348305dc977d90,90
5a32600673de1b38a912b678,7
5a92605410649928a04e5ead,27
5a80026a7ac62628f064a478,47
5a753e2d057eed270fc521c3,52
5a0b5e315905b46ca12df301,16
5a619f207b3bf30e09407646,47
5a61913a8a425322e249da36,72
597fe810849a46043db583b0,18
596c97a5604de059068804b8,50
5a779fb2387ce828ef49e26d,53
59e9a6b78f0f6a4e7904e922,74
5a9e8cef20ec8a275ac5a317,180
5a5f1aef20866d0e70eeef5b,24
5a4cbf3ef1dbc22445955944,165
59b0814895dc4c227a13bf36,1
5a1839f965c2c4279c6261fa,16
5a40963fda151628cebd41e4,8
5a9b98b8965da628f2a28e5f,46
5a8668e2d8ab20431c45a5f0,77
5aade95847d36b28948ccaec,16
59cb93303cf9c86faf2f703c,51
5aa5f9f2282fb666e55d30cb,5
5a5d5d60cc99d762368b643e,10
59c52c083b86f10eb99fedf7,56
59d03234597f237472c2b6de,110
5a6a6805a05c2c77be9baff9,143
598baad0c8f4bf5cbd93369c,86
5a7670d3774a9628eabe0185,44
5a6856e7fb8c4b39d70e943d,5
58494c38f6fe3af405e82f27,98
5a9f15f483eb2e3339751f3d,60
5a2a98698314b129929c4891,54
5a7bcdd2298b9b28e7b7b3a3,54
59696d7fc55e866b89c57e65,3
5a692399563f933325e397e8,50
588ee4722c79d87a8fa8b255,38
5a48a2fac32d8b291b6329f2,19
57ec72f55713d9d81e67207e,2
59a8953c96be3727077324d7,1
5a41eb3519d31a748a2ad297,73
5a90bb2ddb1908274566706d,109
5a7914404ee00a288f19056c,37
59f49935dd872d071520e15c,31
5a66ab6c175c1927d255bfad,30
5a6ab2d25f64750a8ae3fde5,13
5a065d54b40f4d362dd24aff,32
59ae35d9f7701a40ffe6539e,132
57fc8820f0ba37d0731ae212,3
58885e45b8cb792ae386846b,6
59ecb5875c1c0f06e7d078dc,1
5a0ed982833451282924cb19,7
596dd0ad7dcc667f5bfdd91b,44
563b7d41bacda5fb05ccb7f0,53
59c8e3408e18f30d38ba5fbc,2
594b4fff29b44005c62be802,4
5a8adc928999b427b019221d,41
58b6d656f0cd2803ac6c4a04,90
5a14f057e8b2e5272b76d9dc,2
59b68eaf19461d04b44e1b6e,2
58f7500453a04a168cb1befe,1
59b4a01e65f507066a163f7f,11
5a6b2816a3d4de276133f54e,45
5a3a673d5f44f73143e50dfe,6
5aaf8afa8295b929006de653,1
585df4ff1494caf9054abedf,28
59c71002ede0bc070ae38d77,27
59f1be2cf669c3702bbd47f0,34
5a14b0fb262e660b6aaa86be,53
59b3d99f8e2b3c2a0188f569,84
5a084d118d07572530381458,110
59aa40ba4fbf63636c2d41a2,14
5a71753acc1f6128e88f2b8c,74
59832d99196c1813dd2c8815,37
59cd0a61512cb85252140704,61
5ab3166fb36e5a02e56ae875,53
5a67e2c21ca96d5c2f3c4e55,40
59d3926721a64706ceb1dd78,115
5a6bd255b4785828726f849d,2
5897ed6772c2eb05f534e309,37
59b125b9827dfa05d18b4d9b,5
5a61ed92830b1934374f68e4,246
5a913dc667c91227901506ec,9
5a5dd122cab81a28df4bde12,6
5a69d9d0563f933325e47212,3
59a94f0a5fadff3887ae0339,5
59b0814895dc4c227a13bf58,1
5a601bcd607dd675d7a370a8,34
59b26af782ac1c05a0fadfda,12
59f04b649dcce33008c72b6f,23
5a692399563f933325e397dc,85
5957aa06ee80e205d9e8db22,32
59ef3361a0ef2505b5aca60b,60
57898688bd1df549308452d8,18
5a7956a41b887e629ef4cf8b,58
5a65335027106c2ecd90bbce,1101
59c4d43a85769460b9871083,91
591ece9ba194ba05ec7e7343,52
5a8fadfd33ff3d2863c0d672,196
5a65d1e127106c2ecd912c87,89
5a855beb9bf045247b14a4c2,7
5a5a032383a94a1f9aaba415,37
5a51cb604f6c512901cf6008,25
5a5f3f5fe6369d2244cf1018,4
5a9d338f9dd1cb29025d43a7,25
5aaefef568692d28d1a69aae,44
59b751ea365a695061a7dd13,45
5a4b7d691215ab28e2e5f76c,40
5a09b14aa912ea29e6b84fbe,57
59fc780f56104506d0b55f71,6
58ca841bb992bd214ba1d93b,70
59a0ed9c8aa1076a1263dee0,10
5ab6fa529c2be027bd5fc72b,61
5a101ffeb7d6ad286fe3b95b,33
5a36660a6d192f288adccff4,55
5a4b847a8b4f9c27c77882d3,29
59aea658ec3b2b171690772d,75
5a31259b0d3d3d289101e652,4
5a5dda09d7424f02ab655891,65
5a2248752825b9288b1a2cce,2
5a608d5304f0c827995b1743,49
59aaa2fb98d0134abfc6045a,3
589efab8599b1f05eccf7fa4,16
5a607b5f5aa93628e83d29c3,63
5a923737a2855828e6b7dd33,71
5a88eee28a8da234dd9d86cd,100
5992a7d799a64604c668b00f,1
5a53349a9e6eaf277f9ef621,1
5a6d20b354ac6822d6a6893a,10
5aa1170b0744f46d38188a28,116
5691f57ef8fc17e29caf31f3,39
5a3c95b5da01b11a9d5ce927,1
5a8b97319831e727c28198d9,167
5a618eff8f053628b7cad18b,151
5a6430b3641e23107c5b458f,55
5a8ba8e558618c28a597f9de,5
5957426654b8b005ca23f973,2
5a42234d92a9b67c79a7a24a,12
5a61f698a3f6620bda7627be,59
59b341cadf4931062ff41710,31
5a408a4f3a05072613c35d88,35
5a71ca60e862fe4f223c87c0,82
5a68194034ad8526266715ce,5
5a6b048f644d56738258e87f,7
5a8aa2d1068c03295e09fda8,4
59e5f76ca149af07aa959691,24
59cdd3ac512cb8525214d3b1,7
59fbb644b2ec3306c33ba4c5,38
59e1d1cb772045171d23963e,29
5a7bfb496721b528e35876e0,157
5a5f42e7daa1d02990d8d008,187
59e89e7a270fd461809011f0,9
59eb36da5781f206885cd7af,26
596c6c0d713ab577c2273c58,29
5a14c642262e660b6aaa91a1,37
59ff099b7d30fc07a44645ce,8
5a82432669232911baaa5fbb,119
5a4ca20b3f59152866f8f089,108
5a30d7bacdbdef3a20810a54,28
5a2a942507f0c3290002a09c,4
596191d4ecd0e45824cfed49,5
5a7050f2b0706328f8bc11f9,60
5954ecd9a7ae7405bf7ae955,15
58294775c38b11ea0543d9bd,1
5a6418148bddd222e64aa8f1,45
58b15ce949e30405ecb80f0b,88
575fb0bdb0288eb56b28a65a,55
59ba13a2d9c47a309677ae06,92
59c26e31bb987b285b4a52cf,49
59f56b09d3f663072d21707d,189
599383c123ec6a6eb489aaa8,43
5992b2f573f6291447608da0,22
5a017f9dc6989806d9daff8b,12
5a5d824ad37597230fa10ac8,5
580983db46ec62df76d66169,9
59a58b111a13ee1626ce5624,4
593bc9c2e7edf04c53fdeba8,29
5a65335027106c2ecd90bbd4,12
59b66e720e9e8b05627e16f7,88
5a64362e132385243655e673,7
598548cce386e60dd01e4613,31
59f5241569ef8d6f0c53d54c,200
5aafaed5379e6828ac42bdf0,9
59089ce8ff54c030483691cd,10
57bc20e5071c73f26a27d6f4,119
59fd8bad99488406337bb2f0,35
59cf7ef660480d312534ee12,21
597b8ffdfd3c09327a2a1892,30
5aabe72b8b515a0f8c8fc4f7,122
5a8ac64801b57a28b222f5f1,68
5a61e94d4cab9b294de71ce8,28
5a715cf41bf91128ee7b10b6,56
59d37e626956f106d84b697b,2
5a1a22b17e113d281feea7b9,148
59bc767bbe2c6405aa3b100e,51
586f4b684f5e741588c56adb,3
595db3194cd35b05c5f4e255,6
57ec72f55713d9d81e672087,1
5a8bbaca1bf54b28e8c36ea9,44
5a73ee2afd213328ea00db1f,43
586e336ef9ce1660f17b4475,11
5a82765769232911baaa6de7,22
5a953f25c590cc27b8c06b7e,62
5a6b1d463358e94d7f5ac115,18
5a4f54805ff0cf1896d564f1,30
5a01aa5b38dcbd2efd6af4c2,255
5a8cfdee7f1aec28b2db3cd7,31
5a953b0ef0636f28f8408de3,3
5a6ab2d25f64750a8ae3fdcd,27
596f47037b167305c4a8b613,31
5958fd0395a2817ccbc2ff5f,21
592ab59cb8635d4fad70ef22,15
58c3abf2be8b0c3fdecfb0bf,14
5a4f55facada0e68b39cad08,60
59ba1dcdd9c47a309677b2a9,41
5a69d9d0563f933325e4725c,6
5a583ef3caf2ae6d219fab71,50
56ebd431d14c4eaf63862b11,10
59ec0c1f5f490e067673032b,46
5a76b70823d1a728a5bba49a,43
582705ff1b7492e705c69994,8
5960bb507c42e105d64ba446,64
5a096a46d38c0f35e53f0491,69
5aba24309f220a2858bddfc9,5
59bdcb5dd51546636f2ac205,14
5a69aefdeb3887317c091469,45
59fc2d902c8cc33b0ee7c761,219
59a927dce6a1c75b399896d3,100
58e49ed949d212145253c82c,24
57f5e1b67c3c13ae052ac351,19
58e04806ffd1aa05eddcf00a,196
57ec72f55713d9d81e67209b,48
57ec72f45713d9d81e672079,36
58a32500b70df76b95ce09a7,146
5a1ec23615fe372924aa7fc5,12
5855499ceaebdbb80591ab06,20
59abe93310b1061fe26187ac,2
59a94dd172aa482eb325c5bd,4
5aa254ce53afc128bc6f593d,47
56307a85d1d5461a7322111c,80
57e8a2c9639248c3270ad9bd,7
59b7b8fb7cd2a006cad325bc,2
5a04571f6045ea04dd31ad91,2
595ef3bb20c55905bd3312b8,25
5a672d1033bcb836e4a4b92d,7
5a92c282e535432940f77fe6,180
59671c5a2ac94117fee40cd3,51
5a4a1a3c479ec42910675f93,157
5aa3b38552d54f28f9f0e2de,20
5a2cb23bcc2227730d95fbae,4
5926cc4c3cce4f05c832a84f,106
5a54cc30922e4823362349e8,40
59f3ff6d95b4b72ce9a398f3,13
58c3b7fabe8b0c3fdecfc43e,40
597fde1a74e7e2080d537978,2
5a6b305e20775341a36cf30c,35
58684d0a92a9fe0125dc9654,17
5a6531f027106c2ecd90b682,45
5a2b554cc4e73c6a2eea5934,3
57997017e583fb15201aef71,158
59ae2b11f7701a40ffe65003,27
5a16ca95743b96284cab1b0b,13
5a6b3db9c869a5192ac97234,4
59bfae85d5aa835fad3134c0,3
5a72fb19a6d4bd28e089aab3,14
59f88ca2fb179e062d7853db,38
5a77b5a93da97628619fd29c,54
5a6584d810ac2d297d980433,18
5a56be4399a55f6fb2bbc63a,3
5aa3bd13c9016828d498bcbf,63
5a14ee95ab97282735c73fba,6
5a7bd46623134825a6ac3833,66
5a743e555c101f7247a454a9,6
5a12c9664cedc351afb27fea,22
587b5c2254db98463e782659,72
5a6d35302f580223e671c5c8,1
59d437372a021145c2e24cd2,35
5a0305a95e7aaf050963ff5f,60
59b8a3e4365a695061a86212,40
5a747655ae796d2749d6aa21,3
5a1d466bda19df0bdd381841,23
5a80ded02f934357314e83af,78
5a601ff9627ddd28df46ef05,14
59bdec11510b82068c5a49e6,52
5aabd506d99f5928fa02b1c6,13
59d034bcbadc84078d14f4cb,103
5a005ef085572406919697b1,4
59b5f96094dfdc04bea686b7,32
59e847f68f0f6a4e79045c0a,52
59b7eaffb11edd06d9188ea1,2
59eb22d0def990170311c40e,37
59ae2b11f7701a40ffe64ffd,36
5a5c6ff5e478284cb97583ab,14
5a76c0d843fbb31475793c66,72
5a96ab93ed40ae28be2b29ee,75
5a1e82d2f92d6b28611ead79,22
5a361b670a68ad28d192704c,65
5a4db3fa5738db27bae3461c,74
5880b43648a8c905f8d7e05b,63
599aa6011a13ee1626cdbc6b,240
59ba7b0d07f470075ec38837,25
5a61b46dcb3c5d2b05d6278b,2
59d58a9f2b09cb6bdbb00624,2
5a6c24091b5a1e49d2f7aed2,7
59e57c2018c8263170b90b05,33
59f3183838df4a6f5963ea41,64
5a674ac9cbd9f83d45ff2896,54
59f15ddc0d0e0406d253f5d4,50
5a75023e30e1f42858141517,25
5a757fda9693fa28ee0387f9,9
5aad1a62280d1028f7232d16,16
5a9284a3486ee828e8a5d977,26
5aac7928d205ff28f8272722,9
5a1581277ab7c530f20c9001,34
5808a021e322882625db27bd,1
598ee2abbb3dd819b3f53a45,8
5a77ae5011c68122ce65c941,5
5a06469c987d3b3572c505c9,46
59be94a18a36af069c121976,4
5a0efdad73afb83e2f8eaa2a,4
567ec45a8ea34a1465d04e15,44
5a62a9b8992ac928de1321ad,5
59e5dc1816543644d58418bc,2
59e4b1a8750e4f0606ad76df,588
5a8b854a2ac44110bca99651,5
588427439d38c05f67c0d3c3,17
59f565c6c95e7a05f0d658af,115
59fc6f6cdcfeb6066f7afc09,56
59be1ab08a36af069c11ee6f,53
5a7bd148b0862f28e556ec56,3
59f1b6a18746770637caf2c9,400
5a65d381641e23107c5ba04e,59
59fc4a18ca7ca807fd89684d,19
59c9aeeefc0fa8098accfb91,5
59cf8d1a2fe76b1780d2be79,18
5a07f8b88d2cd12a10bd4bb5,34
5a54a3cc39f944220836df7b,65
597878289c31ca0408621cce,132
59ae73d26dce590a33ef7173,34
5a745ec49d78412976b4a8e9,62
5a6de907eaf32328f07e5718,3
59abcc64affb6e3c6b84dc0d,3
5aac8802d5e46d27351e285d,19
56361b4ad58a6be31749f597,53
581bb6ee7c615de77d18089c,146
5a2aaed72af5d728d4e81058,3
5a73cf6530c98628eba37852,35
579d9ed4d6cc537a050ce066,49
589badba5e2dd079ebe30b92,54
5a70597bbd9f2c28d7a92fa4,57
5a59cf459f1698224f1e749e,30
58e250060884ae05fabbac3d,49
59d9db2657d57d1b8d59da8c,208
5a5fda0b7921dc2fcdcdb8f2,3
5a601b610e3b8828ea076935,578
5a13e34332ff617c6fc74564,33
5a48eccc7ef5c828cc1d7f95,95
59acded3e4283704b306d28d,67
5aab98494118a629a932891d,6
59b4ad3d211dce05a6382c4b,90
59ae3da6f7701a40ffe6564b,5
5982819e6906dc040aeb0d47,91
59be12dc2c04f21a110d04d0,4
5a59958e6c335628e40c5ca8,154
5aa7bcb30ea33928b5248db6,10
5a83c664d8ab20431c450fa2,1223
5a963af636193c28eeb85b12,15
5a5097462691b22957fbee6b,34
59a557571c872644f5a29b0b,41
5a12a30e9ce2c3274ae008a5,43
59d426472b09cb6bdbaf969f,47
58b548facc2e2105eb238f4c,217
5a686213d8434d1b6931fad7,42
59aab8663ffaf62ed8227942,54
5a83a7229634fb29be96f2da,72
5a9c2acdc5cdc128fe917417,109
5a62ced0f86ac322cf803334,51
58b154183714e30d4b92ca9b,324
58ccbeebf034c4497876355f,18
59dcd0b95e2e1e0aecdaa571,1
5a0312435a8b6b0650d60cbb,63
5a463eb55b52bb28a2d77216,5
5723456d775196c063ec6181,147
5a6060fd8bcdd0299aa6d98a,52
595884d2208fca5a1ae7755e,20
59929eb0d33870554962c29d,41
5a1cd61eda19df0bdd37c3a7,46
5965d8cdfac9577d86780a6e,63
5aa5f9f2282fb666e55d30db,2
5943f93ae0d9be4bcf3b8b97,3
59841a6a1d601a040db49a96,391
5a73d608cf98ad28ae82c17e,9
59cb9908d276726e863d775c,55
5a140b4b77b71e27d760e277,70
58c5542e407b4d5528740e01,2
5a92b7940cc6b8258b046dd3,32
5a62b27d16e5d023de23e9bd,62
5a9560a8a0130a29053fbc95,128
598b242fa0f88d043d4f35af,3
5aabc1d1d03dc425b0b0b675,220
5a61bf537e7c85285cb6a404,3
5a2b9edec2c7d428932fceeb,27
59328783799a451ebaa1e3b6,55
59bf59d28a36af069c1232a3,17
595e3eae3b600732c4ab7636,84
5a6d762d314d7028e6338433,2
59fc4f5cdcfeb6066f7adef7,61
5aa7cf972bc93d29781d1b90,4
5aa33a974b6fa328fd4f9174,5
5a60a7d860e64b59583ef73e,46
593cb8188954a405f9111060,4
5a880837f5e54e3e2f067d37,59
59ed2ce8828e01394ef4b75a,3
5a7d084823427e28e3ed138f,10
5a1d5ec75bd65927a9cb0e97,2
596897a29dca690becfcdb2c,7
5a785ccfc71eed4466cb7044,2
5a4cbabb1e964727e5faae8c,72
5a6167bc35623a225b8855d7,95
5a6a84c3a7af9728e3d534f9,46
59dbeab448b93011268c6f9b,89
59c9c4acadac4130878933c7,2
59faeaeff540ca19fb9d0c23,5
57d8bc7117b73a5378771d1e,5
5a51af6a0f591c282166cabc,68
5a5d83cd1db315223d6d635b,9
5a93ce8ac6222e29ebb73498,6
59aa7829ce462005a89ac8e6,53
5983cb5aa9a92b0435af40f5,4
5aa50c308008f428b2c77216,73
59b8b073cd5c5e06a9858882,23
586119462aba4ef4050af267,68
57be884a778d3d75051793c9,2
59cba5f34d1a364bd1d9d3df,1
5a803fbab8a51928a9928320,11
59be05072c04f21a110cfc73,144
599277ec2f72c07cbcfd851b,47
5a92207169232911baad9340,54
59f1d17eb22cf42d2a5bcf31,49
5a74239b4b46e228e713fc18,2
5a6191b746243728e7b1536c,4
5a7920516238877fcabe4299,48
59d6f3e62a021145c2e34d69,31
5a80f8b6d4c36322a1c1cf53,49
5a6408e6c2aaef28f35baa94,3
574e3873fe8a6ac24da85c50,3
5a7d2d5823427e28e3ed240f,144
582b07147c4284da0545486b,28
594d03fe17cd9005c832e608,47
59cb889a6b5b946149d1efcd,122
59daa7e6ab90f82ea93ed98b,61
59f450cbd288a405fb4e3ccb,1
59698dae6421624c1f0097c7,63
5a6b0b8e8e56af139614fead,49
5a54c184ab2d56298c4e5010,7
59a14974dfd4b61b07bc59fc,153
5974b8153390e8762cff36a7,1
5a37d76331bd990197f3fd9e,21
5a76677d1277ee28ef3fe1db,30
5a1e50f473bf21284ec637b2,150
59cc56cf9da4cd0218814d9f,2
58801d518881d628ed8b8178,131
5a1ff7ec6fe7c56d4dc36cba,8
59d01de8084a6e42077a70ae,142
5abe340af1b5022a02049955,54
5a652c220a6df428e2e05f8f,62
59c7197015d6d6064d32d983,49
562de6a3dccbd9b10a07245a,50
57d8bc7117b73a5378771d24,1
5a7fe355220794294b56fac5,93
